date,ticker,entry_index,hold_net,early_5d_net,delta,target_hit
2026-05-01,MSFT,188,0.09203703163726495,0.006699032900811643,0.08533799873645331,False
2026-05-01,OKTA,188,0.19799999999999995,0.10720148069804347,0.09079851930195648,True
2026-05-05,EMR,190,-0.0015774647887323284,-0.03523943661971829,0.03366197183098596,False
2026-05-06,CARR,191,-0.022705745115193965,-0.04589034703995343,0.023184601924759463,False
2026-05-06,ETN,191,-0.057035799522673014,-0.03078281622911694,-0.026252983293556076,False
2026-05-07,DOCU,192,0.19799999999999995,-0.03842524354087251,0.23642524354087247,True
2026-05-07,INTU,192,-0.2517345401223644,-0.04561126561156903,-0.20612327451079537,False
2026-05-07,PAYC,192,0.004361974405850068,-0.02496160877513698,0.029323583180987045,False
2026-05-07,PLTR,192,0.19799999999999995,-0.017714127994700735,0.2157141279947007,True
2026-05-07,SHOP,192,-0.010149221296631537,-0.11989206809127129,0.10974284679463975,False
2026-05-08,AVGO,193,-0.09995025899465637,-0.0076709890906539995,-0.09227926990400237,False
2026-05-11,GEV,194,-0.1793339658444022,-0.04161100569259957,-0.13772296015180263,False
2026-05-11,PWR,194,-0.15376314211994058,-0.05979405249029168,-0.0939690896296489,False
2026-05-11,TT,194,-0.05402946577453194,-0.030178229942799173,-0.023851235831732764,False
2026-05-11,VRT,194,-0.22435137827964124,-0.061753127421676046,-0.1625982508579652,False
2026-05-12,APH,195,0.19799999999999995,-0.0847241246633319,0.28272412466333185,True
2026-05-13,GOOGL,196,-0.09664357631896892,-0.023068264196536292,-0.07357531212243262,False
2026-05-13,HPE,196,0.19799999999999995,0.0009673590504448732,0.19703264094955508,True
2026-05-14,CRM,197,0.19799999999999995,0.03971344165435742,0.15828655834564254,True
2026-05-14,IBM,197,0.19799999999999995,0.15734922089825853,0.04065077910174142,True
2026-05-14,NOW,197,0.19799999999999995,0.08052796177652288,0.11747203822347707,True
2026-05-14,SMCI,197,0.19799999999999995,0.056860759493670754,0.1411392405063292,True
2026-05-14,TWLO,197,0.19799999999999995,-0.07525951767025629,0.27325951767025625,True
2026-05-18,ADI,199,0.010928927558901071,0.024346661452732343,-0.013417733893831272,False
2026-05-18,CRUS,199,0.01642790875007938,0.13099866556522843,-0.11457075681514906,False
2026-05-19,NEE,200,-0.0382717324890296,-0.02827339887796476,-0.009998333611064836,False
2026-05-20,AMAT,201,0.19799999999999995,0.05810349257988845,0.1398965074201115,True
2026-05-20,ENTG,201,0.19799999999999995,0.08210336726703216,0.1158966327329678,True
2026-05-20,FLEX,201,0.19799999999999995,0.10872770493060346,0.08927229506939649,True
2026-05-20,GLW,201,0.068989010989011,0.003329670329670355,0.06565934065934065,False
2026-05-20,KLAC,201,0.19799999999999995,0.05195445474179161,0.14604554525820834,True
2026-05-20,LRCX,201,0.19799999999999995,0.08456655220132214,0.11343344779867781,True
2026-05-20,MPWR,201,0.016166427920302207,0.06140018231540578,-0.045233754395103576,False
2026-05-20,NRG,201,0.013183403487672997,0.03152375225496096,-0.01834034876728796,False
2026-05-20,ON,201,0.19799999999999995,0.13308804108583994,0.06491195891416002,True
2026-05-20,ONTO,201,0.19799999999999995,-0.007533141210374626,0.20553314121037458,True
2026-05-20,ROK,201,0.09324029681684753,0.04934191728888804,0.0438983795279595,False
2026-05-20,STX,201,0.19799999999999995,0.1668930474540955,0.031106952545904454,True
2026-05-20,VST,201,0.12366164844985228,0.09980793290712864,0.02385371554272364,False
2026-05-29,CEG,207,-0.04192727272727281,-0.0753454545454545,0.03341818181818168,False
2026-06-01,SNPS,208,-0.06604052467928268,-0.02701904742293515,-0.039021477256347525,False
2026-06-02,DLR,209,-0.08102428654939675,-0.019218472657703045,-0.061805813891693706,False
2026-06-02,FIX,209,-0.07798832581586634,-0.030092332183603077,-0.04789599363226327,False
2026-06-02,MCHP,209,-0.1261268691467895,-0.05544854348838424,-0.07067832565840526,False
2026-06-02,NXPI,209,-0.15384610611231775,-0.07922618678250071,-0.07461991932981704,False
2026-06-02,QRVO,209,-0.15188836035336384,-0.0512185224735463,-0.10066983787981754,False
2026-06-02,SWKS,209,-0.210051142477372,-0.07080182290018355,-0.13924931957718845,False
2026-06-02,TER,209,0.19799999999999995,-0.07200000000000006,0.27,True
2026-06-02,TXN,209,-0.05241472265422498,-0.06683281493001558,0.014418092275790606,False
2026-06-03,META,210,-0.0673711097214873,-0.08648378148700431,0.01911267176551701,False
2026-06-04,ADBE,211,-0.15457636531934582,-0.15812465288491195,0.003548287565566133,False
2026-06-08,AMD,213,0.027149676777722398,0.0865330681253107,-0.0593833913475883,False
2026-06-08,ETN,213,-0.020280098280098247,-0.0018525798525799147,-0.01842751842751833,False
2026-06-08,INTU,213,-0.09227081243731194,-0.05994048813106001,-0.032330324306251934,False
2026-06-08,MU,213,0.19799999999999995,0.09900943658764905,0.09899056341235091,True
2026-06-09,OKTA,214,0.19799999999999995,-0.01162521294718921,0.20962521294718917,True
2026-06-10,DDOG,215,0.1243995801259623,-0.01079111266620014,0.13519069279216245,False
2026-06-10,FTNT,215,0.11501297780299269,0.0201970073044464,0.09481597049854629,False
2026-06-10,LITE,215,-0.07267207415990729,0.006088064889918867,-0.07876013904982615,False
2026-06-10,PANW,215,0.19799999999999995,0.07897856280771665,0.11902143719228331,True
2026-06-11,AVGO,216,0.04034858751172732,0.07000562910455543,-0.029657041592828115,False
2026-06-11,DELL,216,0.1277922077922078,0.06163636363636371,0.06615584415584408,False
2026-06-11,GEV,216,0.19799999999999995,0.22084297520661167,-0.022842975206611715,True
2026-06-11,JBL,216,-0.13144122298365835,-0.02182076963626778,-0.10962045334739057,False
2026-06-11,PWR,216,-0.044818522717362974,0.01868253829830535,-0.06350106101566833,False
2026-06-11,QCOM,216,-0.06486846668318058,0.1181882586078773,-0.18305672529105788,False
2026-06-11,WDC,216,0.19799999999999995,0.37483352091366995,-0.17683352091367,True
2026-06-12,APP,217,-0.00694602551521095,-0.0807242394504416,0.07377821393523065,False
2026-06-12,ZM,217,-0.045376318874560284,-0.10314036022594053,0.057764041351380246,False
2026-06-18,ADI,221,-0.1445242718446602,-0.11813934894346079,-0.026384922901199426,False
2026-06-18,AMZN,221,0.02778173942019313,-0.032781406197934126,0.060563145618127256,False
2026-06-18,COHR,221,-0.2992863507492912,-0.03865451599837999,-0.26063183475091123,False
2026-06-18,CRUS,221,-0.1772047342937414,-0.12627521071193737,-0.050929523581804026,False
2026-06-18,NTAP,221,0.023531914893616834,-0.04799499374217786,0.0715269086357947,False
2026-06-18,NVDA,221,-0.042815361331819846,-0.09143435489973517,0.048618993567915325,False
2026-06-18,SMCI,221,-0.2540832173412765,-0.054576879535289446,-0.19950633780598703,False
2026-06-22,IBM,222,-0.215357290312715,0.060772383209725556,-0.27612967352244056,False
2026-06-23,CRM,223,0.03172636848692445,0.02994782952374675,0.0017785389631777004,False
2026-06-23,NOW,223,0.19799999999999995,0.05417021276595735,0.1438297872340426,True
2026-06-23,TWLO,223,0.19799999999999995,0.08969312169312182,0.10830687830687813,True
2026-06-24,MELI,224,0.0812471437161757,0.04561876127480469,0.03562838244137101,False
2026-06-25,ANET,225,0.08584544204076527,-0.0016873827685381908,0.08753282480930347,False
2026-06-25,EMR,225,0.028222841225626683,-0.033685236768802085,0.06190807799442877,False
2026-06-25,FLEX,225,-0.250771829735983,-0.134483914931381,-0.11628791480460199,False
2026-06-25,KEYS,225,-0.10291976074935105,-0.1164904638302674,0.013570703080916346,False
2026-06-25,KLAC,225,0.19799999999999995,-0.04744809839320807,0.24544809839320803,True
2026-06-25,STX,225,-0.14567729416141317,-0.17737879930423595,0.03170150514282277,False
2026-06-25,VRT,225,-0.0772866242038216,-0.044898089171974576,-0.03238853503184702,False
2026-06-26,AAPL,226,0.15944107697136656,0.08843350887594603,0.07100756809542053,False
2026-06-26,MSFT,226,0.009125827814569611,0.022476821192052965,-0.013350993377483354,False
2026-06-26,PLTR,226,0.05555828959821052,0.1383252172416758,-0.08276692764346527,False
2026-06-29,CSCO,227,-0.03882137352286352,-0.04472991950676486,0.0059085459839013366,False
2026-06-30,MPWR,228,-0.023347470796868164,-0.023845652804318607,0.0004981820074504428,False
2026-06-30,ON,228,-0.09178260869565225,0.01745652173913048,-0.10923913043478273,False
2026-07-02,CEG,230,0.08630716978006037,0.03921277388891187,0.0470943958911485,False
2026-07-06,FIX,231,-0.00809389751952627,-0.010937716361971826,0.0028438188424455557,False
2026-07-06,HPE,231,0.19799999999999995,0.08535182414547138,0.11264817585452858,True
2026-07-06,MCHP,231,-0.07548737494044766,0.0012158170557410326,-0.07670319199618869,False
